n_people,window1,window2,window3,window4,room_size,date,time,ext_temperature,shutter1,shutter2,shutter3,shutter4,temperature,co2,pressure,brightness,humidity
3,0,1,0,0,25,2024-06-02,01:00:00,15.0,1.0,1.0,1.0,1.0,21.0,405.51270694032365,1.0,0.0,34.02
3,0,1,0,0,25,2024-06-02,01:01:00,15.0,1.0,1.0,1.0,1.0,21.0,365.5837275260899,1.0,0.0,32.97
3,0,1,0,0,25,2024-06-02,01:02:00,15.0,1.0,1.0,1.0,1.0,21.0,366.4040110990119,1.0,0.0,43.6
2,0,1,0,0,25,2024-06-02,01:03:00,15.0,1.0,1.0,1.0,1.0,21.0,374.43195098062574,0.99,0.0,52.24
2,0,1,0,0,25,2024-06-02,01:04:00,15.0,1.0,1.0,1.0,1.0,21.0,373.96110549326926,0.99,0.0,48.29
2,0,1,0,0,25,2024-06-02,01:05:00,15.0,1.0,1.0,1.0,1.0,21.0,392.6820107706674,0.99,0.0,35.2
2,0,1,0,0,25,2024-06-02,01:06:00,15.0,1.0,1.0,1.0,1.0,21.0,373.4724205396044,0.99,0.0,49.66
2,0,1,0,0,25,2024-06-02,01:07:00,15.0,1.0,1.0,1.0,1.0,21.0,397.587461224291,0.99,0.0,41.55
2,0,1,0,0,25,2024-06-02,01:08:00,15.0,1.0,1.0,1.0,1.0,21.0,342.9216909039958,0.99,0.0,34.61
2,0,1,0,0,25,2024-06-02,01:09:00,15.0,1.0,1.0,1.0,1.0,21.0,345.88046108684443,0.99,0.0,67.25
2,0,1,0,0,25,2024-06-02,01:10:00,15.0,1.0,1.0,1.0,1.0,21.0,342.6439516942229,0.99,0.0,66.05
2,0,1,0,0,25,2024-06-02,01:11:00,15.0,1.0,1.0,1.0,1.0,21.0,351.1166110200124,0.99,0.0,42.44
2,0,1,0,0,25,2024-06-02,01:12:00,15.0,1.0,1.0,1.0,1.0,21.0,372.4762066565007,0.99,0.0,64.8
3,0,1,0,0,25,2024-06-02,01:13:00,15.0,1.0,1.0,1.0,1.0,21.0,418.1014963284685,1.0,0.0,38.41
2,0,1,0,0,25,2024-06-02,01:14:00,15.0,1.0,1.0,1.0,1.0,21.0,342.7351094769201,0.99,0.0,43.77
2,0,1,0,0,25,2024-06-02,01:15:00,15.0,1.0,1.0,1.0,1.0,21.0,396.758253390736,0.99,0.0,54.98
1,0,1,0,0,25,2024-06-02,01:16:00,15.0,1.0,1.0,1.0,1.0,21.0,345.2649612995114,0.98,0.0,59.99
1,0,1,0,0,25,2024-06-02,01:17:00,15.0,1.0,1.0,1.0,1.0,21.0,328.8983744647128,0.98,0.0,46.67
1,0,1,0,0,25,2024-06-02,01:18:00,15.0,1.0,1.0,1.0,1.0,21.0,322.315625906794,0.98,0.0,61.66
1,0,1,0,0,25,2024-06-02,01:19:00,15.0,1.0,1.0,1.0,1.0,21.0,325.0966121965717,0.98,0.0,36.44
2,0,1,0,0,25,2024-06-02,01:20:00,15.0,1.0,1.0,1.0,1.0,21.0,347.6166648252984,0.99,0.0,63.99
1,0,1,0,0,25,2024-06-02,01:21:00,15.0,1.0,1.0,1.0,1.0,21.0,323.6985133789684,0.98,0.0,39.21
2,0,1,0,0,25,2024-06-02,01:22:00,15.0,1.0,1.0,1.0,1.0,21.0,371.113701319944,0.99,0.0,31.94
2,0,1,0,0,25,2024-06-02,01:23:00,15.0,1.0,1.0,1.0,1.0,21.0,354.75084654960403,0.99,0.0,40.58
2,0,1,0,0,25,2024-06-02,01:24:00,15.0,1.0,1.0,1.0,1.0,21.0,361.4883829917487,0.99,0.0,52.84
2,0,1,0,0,25,2024-06-02,01:25:00,15.0,1.0,1.0,1.0,1.0,21.0,399.37032000305936,0.99,0.0,32.51
2,0,1,0,0,25,2024-06-02,01:26:00,15.0,1.0,1.0,1.0,1.0,21.0,381.0588549355207,0.99,0.0,62.64
2,0,1,0,0,25,2024-06-02,01:27:00,15.0,1.0,1.0,1.0,1.0,21.0,396.9388400228201,0.99,0.0,59.53
2,0,1,0,0,25,2024-06-02,01:28:00,15.0,1.0,1.0,1.0,1.0,21.0,348.55339330198694,0.99,0.0,62.68
2,0,1,0,0,25,2024-06-02,01:29:00,15.0,1.0,1.0,1.0,1.0,21.0,362.92836848995415,0.99,0.0,33.49
2,0,1,0,0,25,2024-06-02,01:30:00,15.0,1.0,1.0,1.0,1.0,21.0,373.2839081969413,0.99,0.0,65.11
2,0,1,0,0,25,2024-06-02,01:31:00,15.0,1.0,1.0,1.0,1.0,21.0,344.6054837133243,0.99,0.0,32.26
2,0,1,0,0,25,2024-06-02,01:32:00,15.0,1.0,1.0,1.0,1.0,21.0,340.25124661767745,0.99,0.0,68.7
2,0,1,0,0,25,2024-06-02,01:33:00,15.0,1.0,1.0,1.0,1.0,21.0,380.22606002781504,0.99,0.0,68.66
2,0,1,0,0,25,2024-06-02,01:34:00,15.0,1.0,1.0,1.0,1.0,21.0,378.5091710080861,0.99,0.0,68.23
2,0,1,0,0,25,2024-06-02,01:35:00,15.0,1.0,1.0,1.0,1.0,21.0,364.64732859997673,0.99,0.0,40.17
2,0,1,0,0,25,2024-06-02,01:36:00,15.0,1.0,1.0,1.0,1.0,21.0,369.378644561922,0.99,0.0,58.25
2,0,1,0,0,25,2024-06-02,01:37:00,15.0,1.0,1.0,1.0,1.0,21.0,364.9265800355254,0.99,0.0,47.73
2,0,1,0,0,25,2024-06-02,01:38:00,15.0,1.0,1.0,1.0,1.0,21.0,341.44030269069333,0.99,0.0,31.89
2,0,1,0,0,25,2024-06-02,01:39:00,15.0,1.0,1.0,1.0,1.0,21.0,360.12229637304773,0.99,0.0,32.67
2,0,1,0,0,25,2024-06-02,01:40:00,15.0,1.0,1.0,1.0,1.0,21.0,350.6249353238374,0.99,0.0,60.0
2,0,1,0,0,25,2024-06-02,01:41:00,15.0,1.0,1.0,1.0,1.0,21.0,345.90545134608215,0.99,0.0,40.53
2,0,1,0,0,25,2024-06-02,01:42:00,15.0,1.0,1.0,1.0,1.0,21.0,397.40322603336097,0.99,0.0,52.99
2,0,1,0,0,25,2024-06-02,01:43:00,15.0,1.0,1.0,1.0,1.0,21.0,375.96158350253,0.99,0.0,47.11
2,0,1,0,0,25,2024-06-02,01:44:00,15.0,1.0,1.0,1.0,1.0,21.0,383.7193770541962,0.99,0.0,56.4
3,0,1,0,0,25,2024-06-02,01:45:00,15.0,1.0,1.0,1.0,1.0,21.0,388.38273689395055,1.0,0.0,47.4
3,0,1,0,0,25,2024-06-02,01:46:00,15.0,1.0,1.0,1.0,1.0,21.0,395.38324165446136,1.0,0.0,33.73
3,0,1,0,0,25,2024-06-02,01:47:00,15.0,1.0,1.0,1.0,1.0,21.0,381.32315945070513,1.0,0.0,62.3
3,0,1,0,0,25,2024-06-02,01:48:00,15.0,1.0,1.0,1.0,1.0,21.0,368.7269103868882,1.0,0.0,30.76
2,0,1,0,0,25,2024-06-02,01:49:00,15.0,1.0,1.0,1.0,1.0,21.0,350.741898246495,0.99,0.0,50.5
2,0,1,0,0,25,2024-06-02,01:50:00,15.0,1.0,1.0,1.0,1.0,21.0,387.85084271778913,0.99,0.0,35.63
3,0,1,0,0,25,2024-06-02,01:51:00,15.0,1.0,1.0,1.0,1.0,21.0,420.9791224665398,1.0,0.0,62.94
3,0,1,0,0,25,2024-06-02,01:52:00,15.0,1.0,1.0,1.0,1.0,21.0,409.2235988386929,1.0,0.0,56.84
3,0,1,0,0,25,2024-06-02,01:53:00,15.0,1.0,1.0,1.0,1.0,21.0,402.7580885580092,1.0,0.0,44.96
3,0,1,0,0,25,2024-06-02,01:54:00,15.0,1.0,1.0,1.0,1.0,21.0,443.0190855290512,1.0,0.0,38.33
3,0,1,0,0,25,2024-06-02,01:55:00,15.0,1.0,1.0,1.0,1.0,21.0,366.5461453000802,1.0,0.0,38.15
3,0,1,0,0,25,2024-06-02,01:56:00,15.0,1.0,1.0,1.0,1.0,21.0,385.2540731914124,1.0,0.0,64.58
3,0,1,0,0,25,2024-06-02,01:57:00,15.0,1.0,1.0,1.0,1.0,21.0,391.4944068213642,1.0,0.0,30.23
3,0,1,0,0,25,2024-06-02,01:58:00,15.0,1.0,1.0,1.0,1.0,21.0,430.4183230991509,1.0,0.0,43.79
3,0,1,0,0,25,2024-06-02,01:59:00,15.0,1.0,1.0,1.0,1.0,21.0,449.3263158145774,1.0,0.0,33.03
4,0,1,0,0,25,2024-06-02,02:00:00,15.0,1.0,1.0,1.0,1.0,21.0,408.8804617708584,1.01,0.0,60.34
4,0,1,0,0,25,2024-06-02,02:01:00,15.0,1.0,1.0,1.0,1.0,21.0,484.9168800964497,1.01,0.0,40.77
4,0,1,0,0,25,2024-06-02,02:02:00,15.0,1.0,1.0,1.0,1.0,21.0,479.6747312518149,1.01,0.0,66.3
4,0,1,0,0,25,2024-06-02,02:03:00,15.0,1.0,1.0,1.0,1.0,21.0,406.958887717012,1.01,0.0,50.56
4,0,1,0,0,25,2024-06-02,02:04:00,15.0,1.0,1.0,1.0,1.0,21.0,427.91990962390673,1.01,0.0,48.47
4,0,1,0,0,25,2024-06-02,02:05:00,15.0,1.0,1.0,1.0,1.0,21.0,429.1607443151023,1.01,0.0,68.34
4,0,1,0,0,25,2024-06-02,02:06:00,15.0,1.0,1.0,1.0,1.0,21.0,497.386480223187,1.01,0.0,52.59
4,0,1,0,0,25,2024-06-02,02:07:00,15.0,1.0,1.0,1.0,1.0,21.0,401.7070281654678,1.01,0.0,44.05
3,0,1,0,0,25,2024-06-02,02:08:00,15.0,1.0,1.0,1.0,1.0,21.0,431.9242173994304,1.0,0.0,57.03
3,0,1,0,0,25,2024-06-02,02:09:00,15.0,1.0,1.0,1.0,1.0,21.0,390.0773442755799,1.0,0.0,51.71
3,0,1,0,0,25,2024-06-02,02:10:00,15.0,1.0,1.0,1.0,1.0,21.0,425.7783311198544,1.0,0.0,33.38
3,0,1,0,0,25,2024-06-02,02:11:00,15.0,1.0,1.0,1.0,1.0,21.0,397.80099038660967,1.0,0.0,52.16
3,0,1,0,0,25,2024-06-02,02:12:00,15.0,1.0,1.0,1.0,1.0,21.0,412.05237868048863,1.0,0.0,37.71
3,0,1,0,0,25,2024-06-02,02:13:00,15.0,1.0,1.0,1.0,1.0,21.0,434.9350595993518,1.0,0.0,61.88
3,0,1,0,0,25,2024-06-02,02:14:00,15.0,1.0,1.0,1.0,1.0,21.0,432.3749008485496,1.0,0.0,38.8
3,0,1,0,0,25,2024-06-02,02:15:00,15.0,1.0,1.0,1.0,1.0,21.0,437.978086518573,1.0,0.0,49.26
2,0,1,0,0,25,2024-06-02,02:16:00,15.0,1.0,1.0,1.0,1.0,21.0,343.57703952067953,0.99,0.0,42.69
1,0,1,0,0,25,2024-06-02,02:17:00,15.0,1.0,1.0,1.0,1.0,21.0,340.76151659119233,0.98,0.0,54.5
1,0,1,0,0,25,2024-06-02,02:18:00,15.0,1.0,1.0,1.0,1.0,21.0,324.1996213016529,0.98,0.0,65.57
1,0,1,0,0,25,2024-06-02,02:19:00,15.0,1.0,1.0,1.0,1.0,21.0,332.4745570405523,0.98,0.0,52.84
1,0,1,0,0,25,2024-06-02,02:20:00,15.0,1.0,1.0,1.0,1.0,21.0,336.4576524516407,0.98,0.0,69.5
1,0,1,0,0,25,2024-06-02,02:21:00,15.0,1.0,1.0,1.0,1.0,21.0,332.08218454240495,0.98,0.0,65.83
1,0,1,0,0,25,2024-06-02,02:22:00,15.0,1.0,1.0,1.0,1.0,21.0,335.5883502740902,0.98,0.0,30.29
1,0,1,0,0,25,2024-06-02,02:23:00,15.0,1.0,1.0,1.0,1.0,21.0,349.8957892639586,0.98,0.0,58.75
1,0,1,0,0,25,2024-06-02,02:24:00,15.0,1.0,1.0,1.0,1.0,21.0,324.05651941138564,0.98,0.0,59.87
2,0,1,0,0,25,2024-06-02,02:25:00,15.0,1.0,1.0,1.0,1.0,21.0,380.5273627201855,0.99,0.0,56.54
2,0,1,0,0,25,2024-06-02,02:26:00,15.0,1.0,1.0,1.0,1.0,21.0,363.7600579831369,0.99,0.0,55.43
2,0,1,0,0,25,2024-06-02,02:27:00,15.0,1.0,1.0,1.0,1.0,21.0,347.9805879344397,0.99,0.0,59.68
2,0,1,0,0,25,2024-06-02,02:28:00,15.0,1.0,1.0,1.0,1.0,21.0,349.5242058024586,0.99,0.0,48.58
2,0,1,0,0,25,2024-06-02,02:29:00,15.0,1.0,1.0,1.0,1.0,21.0,396.956386374737,0.99,0.0,30.23
2,0,1,0,0,25,2024-06-02,02:30:00,15.0,1.0,1.0,1.0,1.0,21.0,392.7760898027057,0.99,0.0,30.42
2,0,1,0,0,25,2024-06-02,02:31:00,15.0,1.0,1.0,1.0,1.0,21.0,394.4225176249013,0.99,0.0,32.77
3,0,1,0,0,25,2024-06-02,02:32:00,15.0,1.0,1.0,1.0,1.0,21.0,449.2379498244648,1.0,0.0,62.15
3,0,1,0,0,25,2024-06-02,02:33:00,15.0,1.0,1.0,1.0,1.0,21.0,378.7483851007666,1.0,0.0,33.21
3,0,1,0,0,25,2024-06-02,02:34:00,15.0,1.0,1.0,1.0,1.0,21.0,391.9895403627655,1.0,0.0,55.15
3,0,1,0,0,25,2024-06-02,02:35:00,15.0,1.0,1.0,1.0,1.0,21.0,420.229712693238,1.0,0.0,66.18
3,0,1,0,0,25,2024-06-02,02:36:00,15.0,1.0,1.0,1.0,1.0,21.0,403.5422285874582,1.0,0.0,64.77
3,0,1,0,0,25,2024-06-02,02:37:00,15.0,1.0,1.0,1.0,1.0,21.0,397.65505800405,1.0,0.0,47.15
2,0,1,0,0,25,2024-06-02,02:38:00,15.0,1.0,1.0,1.0,1.0,21.0,361.4686749601356,0.99,0.0,52.67
1,0,1,0,0,25,2024-06-02,02:39:00,15.0,1.0,1.0,1.0,1.0,21.0,337.81341895830354,0.98,0.0,63.97
1,0,1,0,0,25,2024-06-02,02:40:00,15.0,1.0,1.0,1.0,1.0,21.0,337.26780285920245,0.98,0.0,66.4
1,0,1,0,0,25,2024-06-02,02:41:00,15.0,1.0,1.0,1.0,1.0,21.0,324.8437350219272,0.98,0.0,58.67
1,0,1,0,0,25,2024-06-02,02:42:00,15.0,1.0,1.0,1.0,1.0,21.0,334.1521951255532,0.98,0.0,58.1
1,0,1,0,0,25,2024-06-02,02:43:00,15.0,1.0,1.0,1.0,1.0,21.0,336.6041532862955,0.98,0.0,43.66
1,0,1,0,0,25,2024-06-02,02:44:00,15.0,1.0,1.0,1.0,1.0,21.0,337.10860816194173,0.98,0.0,43.31
1,0,1,0,0,25,2024-06-02,02:45:00,15.0,1.0,1.0,1.0,1.0,21.0,326.30321578737056,0.97,0.0,55.54
1,0,1,0,0,25,2024-06-02,02:46:00,15.0,1.0,1.0,1.0,1.0,21.0,342.26814176756864,0.97,0.0,67.83
1,0,1,0,0,25,2024-06-02,02:47:00,15.0,1.0,1.0,1.0,1.0,21.0,320.7559728446321,0.96,0.0,63.51
1,0,1,0,0,25,2024-06-02,02:48:00,15.0,1.0,1.0,1.0,1.0,21.0,330.6449556662949,0.96,0.0,54.99
1,0,1,0,0,25,2024-06-02,02:49:00,15.0,1.0,1.0,1.0,1.0,21.0,343.406379456069,0.96,0.0,33.77
1,0,1,0,0,25,2024-06-02,02:50:00,15.0,1.0,1.0,1.0,1.0,21.0,336.9167876316621,0.96,0.0,35.77
1,0,1,0,0,25,2024-06-02,02:51:00,15.0,1.0,1.0,1.0,1.0,21.0,327.8348729753258,0.96,0.0,67.11
1,0,1,0,0,25,2024-06-02,02:52:00,15.0,1.0,1.0,1.0,1.0,21.0,340.84859358029144,0.96,0.0,66.44
1,0,1,0,0,25,2024-06-02,02:53:00,15.0,1.0,1.0,1.0,1.0,21.0,337.0217283246822,0.96,0.0,69.77
1,0,1,0,0,25,2024-06-02,02:54:00,15.0,1.0,1.0,1.0,1.0,21.0,343.8873082836916,0.96,0.0,51.21
1,0,1,0,0,25,2024-06-02,02:55:00,15.0,1.0,1.0,1.0,1.0,21.0,342.0507555856947,0.96,0.0,32.02
1,0,1,0,0,25,2024-06-02,02:56:00,15.0,1.0,1.0,1.0,1.0,21.0,338.30323766108705,0.96,0.0,50.49
2,0,1,0,0,25,2024-06-02,02:57:00,15.0,1.0,1.0,1.0,1.0,21.0,369.2906605186489,0.97,0.0,50.4
2,0,1,0,0,25,2024-06-02,02:58:00,15.0,1.0,1.0,1.0,1.0,21.0,347.9909275400514,0.97,0.0,41.68
2,0,1,0,0,25,2024-06-02,02:59:00,15.0,1.0,1.0,1.0,1.0,21.0,355.67998107312303,0.97,0.0,64.93
2,0,1,0,0,25,2024-06-02,03:00:00,15.0,1.0,1.0,1.0,1.0,21.0,365.1459683750251,0.97,0.0,48.6
2,0,1,0,0,25,2024-06-02,03:01:00,15.0,1.0,1.0,1.0,1.0,21.0,375.9579572203833,0.97,0.0,53.44
1,0,1,0,0,25,2024-06-02,03:02:00,15.0,1.0,1.0,1.0,1.0,21.0,335.4112356564592,0.96,0.0,34.38
1,0,1,0,0,25,2024-06-02,03:03:00,15.0,1.0,1.0,1.0,1.0,21.0,328.64553577878587,0.96,0.0,65.16
2,0,1,0,0,25,2024-06-02,03:04:00,15.0,1.0,1.0,1.0,1.0,21.0,340.38786146738266,0.97,0.0,42.84
2,0,1,0,0,25,2024-06-02,03:05:00,15.0,1.0,1.0,1.0,1.0,21.0,369.7743533140488,0.97,0.0,36.55
2,0,1,0,0,25,2024-06-02,03:06:00,15.0,1.0,1.0,1.0,1.0,21.0,357.1375593137346,0.97,0.0,36.61
2,0,1,0,0,25,2024-06-02,03:07:00,15.0,1.0,1.0,1.0,1.0,21.0,384.0764980426321,0.97,0.0,41.17
2,0,1,0,0,25,2024-06-02,03:08:00,15.0,1.0,1.0,1.0,1.0,21.0,341.436775916229,0.97,0.0,48.0
1,0,1,0,0,25,2024-06-02,03:09:00,15.0,1.0,1.0,1.0,1.0,21.0,337.54483433917375,0.96,0.0,56.71
1,0,1,0,0,25,2024-06-02,03:10:00,15.0,1.0,1.0,1.0,1.0,21.0,348.244227125182,0.96,0.0,53.57
1,0,1,0,0,25,2024-06-02,03:11:00,15.0,1.0,1.0,1.0,1.0,21.0,325.23227801334497,0.96,0.0,40.6
1,0,1,0,0,25,2024-06-02,03:12:00,15.0,1.0,1.0,1.0,1.0,21.0,334.14948472251785,0.96,0.0,60.69
1,0,1,0,0,25,2024-06-02,03:13:00,15.0,1.0,1.0,1.0,1.0,21.0,322.74265975451414,0.96,0.0,43.94
1,0,1,0,0,25,2024-06-02,03:14:00,15.0,1.0,1.0,1.0,1.0,21.0,338.7704573678405,0.96,0.0,50.27
2,0,1,0,0,25,2024-06-02,03:15:00,15.0,1.0,1.0,1.0,1.0,21.0,373.0319008357735,0.97,0.0,33.72
2,0,1,0,0,25,2024-06-02,03:16:00,15.0,1.0,1.0,1.0,1.0,21.0,364.44193145277,0.97,0.0,54.59
2,0,1,0,0,25,2024-06-02,03:17:00,15.0,1.0,1.0,1.0,1.0,21.0,371.2826212884245,0.97,0.0,69.38
2,0,1,0,0,25,2024-06-02,03:18:00,15.0,1.0,1.0,1.0,1.0,21.0,393.7944795081406,0.97,0.0,68.32
3,0,1,0,0,25,2024-06-02,03:19:00,15.0,1.0,1.0,1.0,1.0,21.0,377.66648720799606,0.98,0.0,62.1
4,0,1,0,0,25,2024-06-02,03:20:00,15.0,1.0,1.0,1.0,1.0,21.0,382.7077414046416,0.99,0.0,34.57
4,0,1,0,0,25,2024-06-02,03:21:00,15.0,1.0,1.0,1.0,1.0,21.0,483.39978616389214,0.99,0.0,69.46
4,0,1,0,0,25,2024-06-02,03:22:00,15.0,1.0,1.0,1.0,1.0,21.0,449.2540498865488,0.99,0.0,46.58
4,0,1,0,0,25,2024-06-02,03:23:00,15.0,1.0,1.0,1.0,1.0,21.0,486.8790146554211,0.99,0.0,58.43
4,0,1,0,0,25,2024-06-02,03:24:00,15.0,1.0,1.0,1.0,1.0,21.0,451.6334268095807,0.99,0.0,47.45
3,0,1,0,0,25,2024-06-02,03:25:00,15.0,1.0,1.0,1.0,1.0,21.0,432.9144980963732,0.98,0.0,44.28
3,0,1,0,0,25,2024-06-02,03:26:00,15.0,1.0,1.0,1.0,1.0,21.0,398.6706027019633,0.98,0.0,48.59
3,0,1,0,0,25,2024-06-02,03:27:00,15.0,1.0,1.0,1.0,1.0,21.0,427.4873938159442,0.98,0.0,36.85
3,0,1,0,0,25,2024-06-02,03:28:00,15.0,1.0,1.0,1.0,1.0,21.0,442.1737320200871,0.98,0.0,58.08
3,0,1,0,0,25,2024-06-02,03:29:00,15.0,1.0,1.0,1.0,1.0,21.0,411.4910667349985,0.98,0.0,67.8
3,0,1,0,0,25,2024-06-02,03:30:00,15.0,1.0,1.0,1.0,1.0,21.0,376.2706635506141,0.98,0.0,55.06
2,0,1,0,0,25,2024-06-02,03:31:00,15.0,1.0,1.0,1.0,1.0,21.0,356.12785690181187,0.97,0.0,46.71
2,0,1,0,0,25,2024-06-02,03:32:00,15.0,1.0,1.0,1.0,1.0,21.0,351.9186746138444,0.97,0.0,38.31
2,0,1,0,0,25,2024-06-02,03:33:00,15.0,1.0,1.0,1.0,1.0,21.0,354.811421655744,0.97,0.0,32.04
2,0,1,0,0,25,2024-06-02,03:34:00,15.0,1.0,1.0,1.0,1.0,21.0,358.3849269610622,0.97,0.0,34.16
1,0,1,0,0,25,2024-06-02,03:35:00,15.0,1.0,1.0,1.0,1.0,21.0,336.6540136025957,0.96,0.0,64.36
2,0,1,0,0,25,2024-06-02,03:36:00,15.0,1.0,1.0,1.0,1.0,21.0,375.27949776783,0.97,0.0,50.32
2,0,1,0,0,25,2024-06-02,03:37:00,15.0,1.0,1.0,1.0,1.0,21.0,365.58998483451165,0.97,0.0,37.58
2,0,1,0,0,25,2024-06-02,03:38:00,15.0,1.0,1.0,1.0,1.0,21.0,376.9252467892501,0.97,0.0,34.01
2,0,1,0,0,25,2024-06-02,03:39:00,15.0,1.0,1.0,1.0,1.0,21.0,344.894495536682,0.97,0.0,32.11
2,0,1,0,0,25,2024-06-02,03:40:00,15.0,1.0,1.0,1.0,1.0,21.0,345.2672942234896,0.97,0.0,39.7
2,0,1,0,0,25,2024-06-02,03:41:00,15.0,1.0,1.0,1.0,1.0,21.0,350.3097676214595,0.97,0.0,62.76
2,0,1,0,0,25,2024-06-02,03:42:00,15.0,1.0,1.0,1.0,1.0,21.0,371.0846498824207,0.97,0.0,40.05
3,0,1,0,0,25,2024-06-02,03:43:00,15.0,1.0,1.0,1.0,1.0,21.0,379.2595210828482,0.98,0.0,45.79
3,0,1,0,0,25,2024-06-02,03:44:00,15.0,1.0,1.0,1.0,1.0,21.0,385.4955963143319,0.98,0.0,68.92
4,0,1,0,0,25,2024-06-02,03:45:00,15.0,1.0,1.0,1.0,1.0,21.0,428.0375403407593,0.99,0.0,53.1
4,0,1,0,0,25,2024-06-02,03:46:00,15.0,1.0,1.0,1.0,1.0,21.0,477.4239348812456,0.99,0.0,53.6
4,0,1,0,0,25,2024-06-02,03:47:00,15.0,1.0,1.0,1.0,1.0,21.0,381.6634563095432,0.99,0.0,40.76
5,0,1,0,0,25,2024-06-02,03:48:00,15.0,1.0,1.0,1.0,1.0,21.0,497.40682303549335,1.0,0.0,54.76
5,0,1,0,0,25,2024-06-02,03:49:00,15.0,1.0,1.0,1.0,1.0,21.0,500.3314796561028,1.0,0.0,35.87
5,0,1,0,0,25,2024-06-02,03:50:00,15.0,1.0,1.0,1.0,1.0,21.0,519.7983670534954,1.0,0.0,47.63
5,0,1,0,0,25,2024-06-02,03:51:00,15.0,1.0,1.0,1.0,1.0,21.0,539.912940859047,1.0,0.0,33.04
5,0,1,0,0,25,2024-06-02,03:52:00,15.0,1.0,1.0,1.0,1.0,21.0,403.0206773423935,1.0,0.0,66.73
5,0,1,0,0,25,2024-06-02,03:53:00,15.0,1.0,1.0,1.0,1.0,21.0,423.0675558269824,1.0,0.0,37.21
5,0,1,0,0,25,2024-06-02,03:54:00,15.0,1.0,1.0,1.0,1.0,21.0,532.925694108399,1.0,0.0,61.51
5,0,1,0,0,25,2024-06-02,03:55:00,15.0,1.0,1.0,1.0,1.0,21.0,468.7777843280523,1.0,0.0,64.32
5,0,1,0,0,25,2024-06-02,03:56:00,15.0,1.0,1.0,1.0,1.0,21.0,484.6885958400196,1.0,0.0,63.88
4,0,1,0,0,25,2024-06-02,03:57:00,15.0,1.0,1.0,1.0,1.0,21.0,459.5632644467777,0.99,0.0,68.29
4,0,1,0,0,25,2024-06-02,03:58:00,15.0,1.0,1.0,1.0,1.0,21.0,461.48799253947647,0.99,0.0,39.69
4,0,1,0,0,25,2024-06-02,03:59:00,15.0,1.0,1.0,1.0,1.0,21.0,491.80884839798097,0.99,0.0,36.27
4,0,1,0,0,25,2024-06-02,04:00:00,15.0,1.0,1.0,1.0,1.0,21.0,499.63393008940034,0.99,0.0,47.27
4,0,1,0,0,25,2024-06-02,04:01:00,15.0,1.0,1.0,1.0,1.0,21.0,466.4188953117128,0.99,0.0,53.11
5,0,1,0,0,25,2024-06-02,04:02:00,15.0,1.0,1.0,1.0,1.0,21.0,443.0831813807726,1.0,0.0,49.74
5,0,1,0,0,25,2024-06-02,04:03:00,15.0,1.0,1.0,1.0,1.0,21.0,531.9628603441515,1.0,0.0,69.14
5,0,1,0,0,25,2024-06-02,04:04:00,15.0,1.0,1.0,1.0,1.0,21.0,407.3831371811143,1.0,0.0,32.49
5,0,1,0,0,25,2024-06-02,04:05:00,15.0,1.0,1.0,1.0,1.0,21.0,434.6621279311744,1.0,0.0,34.41
5,0,1,0,0,25,2024-06-02,04:06:00,15.0,1.0,1.0,1.0,1.0,21.0,534.6078576195572,1.0,0.0,55.55
5,0,1,0,0,25,2024-06-02,04:07:00,15.0,1.0,1.0,1.0,1.0,21.0,438.4287271659032,1.01,0.0,41.37
5,0,1,0,0,25,2024-06-02,04:08:00,15.0,1.0,1.0,1.0,1.0,21.0,433.0976589432623,1.01,0.0,53.78
5,0,1,0,0,25,2024-06-02,04:09:00,15.0,1.0,1.0,1.0,1.0,21.0,420.7187939710371,1.01,0.0,30.2
5,0,1,0,0,25,2024-06-02,04:10:00,15.0,1.0,1.0,1.0,1.0,21.0,528.8667636470375,1.01,0.0,54.62
5,0,1,0,0,25,2024-06-02,04:11:00,15.0,1.0,1.0,1.0,1.0,21.0,475.0087388786631,1.01,0.0,46.4
5,0,1,0,0,25,2024-06-02,04:12:00,15.0,1.0,1.0,1.0,1.0,21.0,501.23398045812326,1.01,0.0,40.58
5,0,1,0,0,25,2024-06-02,04:13:00,15.0,1.0,1.0,1.0,1.0,21.0,435.85995761125446,1.01,0.0,69.63
5,0,1,0,0,25,2024-06-02,04:14:00,15.0,1.0,1.0,1.0,1.0,21.0,513.7060631516824,1.01,0.0,38.56
5,0,1,0,0,25,2024-06-02,04:15:00,15.0,1.0,1.0,1.0,1.0,21.0,514.0008317443148,1.01,0.0,38.85
4,0,1,0,0,25,2024-06-02,04:16:00,15.0,1.0,1.0,1.0,1.0,21.0,417.511762988996,1.0,0.0,33.88
3,0,1,0,0,25,2024-06-02,04:17:00,15.0,1.0,1.0,1.0,1.0,21.0,396.96143697092543,0.99,0.0,45.68
3,0,1,0,0,25,2024-06-02,04:18:00,15.0,1.0,1.0,1.0,1.0,21.0,378.8721249687181,0.99,0.0,67.57
4,0,1,0,0,25,2024-06-02,04:19:00,15.0,1.0,1.0,1.0,1.0,21.0,497.1873227987485,1.0,0.0,64.52
4,0,1,0,0,25,2024-06-02,04:20:00,15.0,1.0,1.0,1.0,1.0,21.0,457.4723092470094,1.0,0.0,54.48
5,0,1,0,0,25,2024-06-02,04:21:00,15.0,1.0,1.0,1.0,1.0,21.0,540.1815821073274,1.01,0.0,62.02
